Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
41229-17689,41229-17689,Small,NA,Sorex,,Sorex,,13,TMM,Hall's Cave,30.13,-99.54,130-135,,,9363,,Holocene,Post-Extinction,Survivor,5,D10,0.585,10.1,-17.7,,,14.2,40.7,2.9,,x
41229-2539,41229-2539,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,1,C4,0.628,8.1,-12.5,,,15.2,42.2,2.8,,x
41229-2554,41229-2554,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,090-095,,,6728,,Holocene,Post-Extinction,Survivor,1,B6,0.561,9.4,-16.2,,,15.3,43.1,2.8,,x
41229-2588,41229-2588,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,1,B2,0.521,7,-14.2,,,15.4,43.2,2.8,,x
41229-2594,41229-2594,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,2,H2,0.553,6.4,-18.6,,,13.8,42.6,3.1,,x
41229-2729,41229-2729,Large,Carnivore,Ursus,sp.,Ursus,americanus,99949,TMM,Hall's Cave,30.13,-99.54,East of Pit 1; approximately 153 cm,,,10680,,Holocene,Pre-Extinction,Survivor,5,E5,0.532,5.4,-18.9,,,11.4,34,3,,x
41229-2777,41229-2777,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,1,A4,0.664,9,-15.2,,,15.3,42.7,2.8,,x
41229-2896,41229-2896,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,030-035,,,2775,,Holocene,Post-Extinction,Survivor,3,F5,0.554,5.9,-18.3,,,14.1,40.5,2.9,,x
41229-2918,41229-2918,,NA,NA,,,,,TMM,NA,,,NA,,,0,,Modern,Post-Extinction,Survivor,2,H1,0.57,4.9,-19.1,,,15.4,43.2,2.8,,x
41229-2926,41229-2926,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,035-040,,,3104,,Holocene,Post-Extinction,Survivor,3,C10,0.544,4.4,-22.1,,,10.9,34.2,3.1,,x
41229-2939,41229-2939,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,3,E5,0.529,4.3,-19.4,,,16.3,45.2,2.8,,x
41229-294,41229-294,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,150-165,,,10680,,Holocene,Pre-Extinction,Survivor,1,A3,0.647,10.6,-16.1,,,15.8,43.2,2.7,,x
41229-3539,41229-3539,Large,Carnivore,Felis,weidii or yagouarondi,Felis,weidii or yagouarondi,3583,TMM,Hall's Cave,30.13,-99.54,175-180,,,11998,,Pleistocene,Pre-Extinction,Survivor,5,C5,0.56,12.7,-18.8,,,14.8,42.6,2.9,,x
41229-3543,41229-3543,Large,Carnivore,Canis,lupus/dirus,Canis,lupus/dirus,37000,TMM,Hall's Cave,30.13,-99.54,180-185,,,12656,,Pleistocene,Pre-Extinction,Extinct,1,A8,0.553,12.9,-12.7,,,15.6,43,2.7,,x
41229-3575,41229-3575,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,1,C7,0.457,11.7,-7.7,,,15.2,42.1,2.8,,x
41229-3743,41229-3743,Large,Carnivore,Canis,lupus (?),Canis,lupus,37000,TMM,Hall's Cave,30.13,-99.54,190-195,,,13315,,Pleistocene,Pre-Extinction,Survivor,1,B12,0.611,12.6,-16.5,,,15.2,43.1,2.8,,x
41229-3768,41229-3768,Large,Herbivore,Bovidae?,,,,579255,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,14858.5,14858.5,,Pleistocene,Pre-Extinction,,1,H4,0.544,7.6,-7.8,,,14.6,40.1,2.8,,x
41229-4004,41229-4004,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,1,D5,0.48,9.6,-11.6,,,15.5,43.5,2.8,,x
41229-4017,41229-4017,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,A3,0.531,5.3,-13.1,,,15.3,44.8,2.9,,x
41229-4018,41229-4018,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,E12,0.534,5.7,-13.3,,,15.6,44.6,2.9,,x
41229-4098,41229-4098,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,040-045,,,3434,,Holocene,Post-Extinction,Survivor,2,A5,0.53,6,-14.1,,,15.9,45.8,2.9,,x
41229-462,41229-462,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1A,Holocene,5574.5,5574.5,,Holocene,Post-Extinction,Survivor,2,A3,0.294,5.7,-19.5,,,17.2,46.5,2.7,,x
41229-4753,41229-4753,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,3,A12,0.419,6.2,-15.7,,,13.2,38.3,2.9,,x
41229-4998,41229-4998,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,120-125,,,8704,,Holocene,Post-Extinction,Survivor,3,F3,0.537,7.2,-18.1,,,14.3,40.4,2.8,,x
41229-520,41229-520,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,13569,13569,,Pleistocene,Pre-Extinction,Extinct,1,H2,0.512,5.7,-13.8,,,16,44.5,2.8,,x
41229-5921,41229-5921,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,B5,0.563,6.6,-18.6,,,14.3,44.4,3.1,,x
41229-5922,41229-5922,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,C5,0.538,6.6,-18.1,,,14.8,44.8,3,,x
41229-643,41229-643,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,4,B12,0.539,7.8,-19.5,,,15.1,43.9,2.9,,x
41229-645,41229-645,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,4,E6,0.531,7.1,-18.9,,,15.9,45.1,2.8,,x
41229-646,41229-646,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1,Pleistocene,13404,13404,,Pleistocene,Pre-Extinction,Survivor,2,B11,0.296,11.1,-19.2,,,13.8,39.1,2.8,,x
41229-6561,41229-6561,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,1,A6,0.692,7.9,-16.6,,,15.7,43.2,2.8,,x
41229-6562,41229-6562,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,1,D3,0.64,7.5,-15.9,,,15.5,43.5,2.8,,x
41229-673,41229-673,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1A,Holocene,2610.5,2610.5,,Holocene,Post-Extinction,Survivor,2,B10,0.282,6.7,-19.9,,,16.3,45.6,2.8,,x
41229-675,41229-675,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1B,Holocene,7880.5,7880.5,,Holocene,Post-Extinction,Survivor,2,B8,0.282,5.7,-18.3,,,15.2,44.1,2.9,,x
41229-676,41229-676,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1B,Holocene,7880.5,7880.5,,Holocene,Post-Extinction,Survivor,2,B9,0.298,5.8,-18.3,,,16,46.8,2.9,,x
41229-689,41229-689,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,030-035,,,2775,,Holocene,Post-Extinction,Survivor,3,F10,0.576,5.9,-15.2,,,15.8,46,2.9,,x
41229-697,41229-697,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,1,F8,0.635,8.1,-17.1,,,16.1,42.8,2.7,,x
41229-699,41229-699,Large,Carnivore,Canidae,,,,,TMM,Hall's Cave,30.13,-99.54,010-015,,,1458,,Holocene,Post-Extinction,Survivor,1,B3,0.585,9.5,-17.6,,,15.8,44.1,2.8,,x
41229-700,41229-700,Large,Carnivore,Canis,lupus,Canis,lupus,13406,TMM,Hall's Cave,30.13,-99.54,010-015,,,1458,,Holocene,Post-Extinction,Survivor,1,D9,0.586,10.4,-9.4,,,15.3,42.4,2.8,,x
41229-701,41229-701,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,A2,0.562,4.8,-16.7,,,15.2,43.6,2.9,,x
41229-719,41229-719,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,005-010,,,1128,,Holocene,Post-Extinction,Survivor,1,F6,0.521,8.8,-19.2,,,15.6,43.3,2.8,,x
41229-7198,41229-7198,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Hall's Cave,30.13,-99.54,NA,NA,,,,,,,1,H5,0.6,11.6,-14.8,,,6.5,19.8,3,,x
41229-720,41229-720,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,1,D6,0.531,6.9,-15.6,,,14.8,42.5,2.9,,x
41229-721,41229-721,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,1,C8,0.587,7.2,-16.3,,,15.2,42.5,2.8,,x
41229-7429,41229-7429,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,3,A3,0.551,6.6,-13,,,14.8,44.2,3,,x
41229-7436,41229-7436,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,2,B1,0.58,5,-13.1,,,16.4,45.1,2.8,,x
41229-7437,41229-7437,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,2,C9,0.518,5,-15.5,,,15.7,45.5,2.9,,x
41229-7438,41229-7438,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,3,D10,0.532,5.4,-19.2,,,14.4,41.8,2.9,,x
41229-7439,41229-7439,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,2,C12,0.541,4.9,-13.6,,,15.1,43.8,2.9,,x
41229-7442,41229-7442,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,2,G7,0.536,5.2,-17.6,,,15.3,44.2,2.9,,x
41229-7646,41229-7646,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,040-045,,,3434,,Holocene,Post-Extinction,Survivor,3,G8,0.544,5.1,-17.3,,,2.9,11.8,4.1,,x
41229-7936,41229-7936,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,C4,0.553,4.8,-17.4,,,15.5,42.6,2.8,,x
41229-8271,41229-8271,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,225-230,,,15566,,Pleistocene,Pre-Extinction,Survivor,3,D11,0.571,5.3,-20,,,14.1,39.8,2.8,,x
41229-8326,41229-8326,Large,Carnivore,Canis,sp.,Canis,sp.,13406,TMM,Hall's Cave,30.13,-99.54,005-010,,,1128,,Holocene,Post-Extinction,Survivor,1,D1,0.523,8.5,-12.6,,,15.1,42.8,2.8,,x
41229-863,41229-863,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,015-020,,,1787,,Holocene,Post-Extinction,Survivor,2,E3,0.531,4.6,-17.5,,,15.6,45,2.9,,x
41229-866,41229-866,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,015-020,,,1787,,Holocene,Post-Extinction,Survivor,2,D1,0.53,4.6,-18.4,,,15.4,44.3,2.9,,x
41229-868,41229-868,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1,Holocene,4257.5,4257.5,,Holocene,Post-Extinction,Survivor,2,A11,0.287,5.9,-19.5,,,16.6,45.3,2.7,,x
41229-900,41229-900,Large,Carnivore,Panthera,onca augusta?atrox,Panthera,onca,100000,TMM,Hall's Cave,30.13,-99.54,150-155,,,10680,,Holocene,Pre-Extinction,Survivor,5,C1,0.586,13.6,-10.3,,,15.6,44.4,2.8,,x
41229-9333,41229-9333,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,2610.5,2610.5,,Holocene,Post-Extinction,Survivor,1,H6,0.543,5.8,-19.6,,,15.1,43,2.9,,x
41229-9509,41229-9509,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,2,D4,0.537,4.1,-21.6,,,16.1,46.3,2.9,,x
41229-9510,41229-9510,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,055-060,,,4422,,Holocene,Post-Extinction,Survivor,3,D8,0.578,5.8,-19.2,,,15.5,44.1,2.8,,x
41229-9806,41229-9806,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,3,E2,0.526,4.6,-17,,,16,45.4,2.8,,x
41229-9825,41229-9825,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,195-200,,,13645,,Pleistocene,Pre-Extinction,Survivor,1,E7,0.541,8.7,-14.5,,,16.1,43.4,2.7,,x
41229-9825,41229-9825,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,195-200,,,13645,,Pleistocene,Pre-Extinction,Survivor,1,E7,0.541,8.7,-14.5,,,16.1,43.4,2.7,,x
41229-9826,41229-9826,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,195-200,,,13645,,Pleistocene,Pre-Extinction,Survivor,1,E8,0.509,6.8,-18.8,,,16.2,43.6,2.7,,x
41229-9849,41229-9849,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,070-075,,,5410,,Holocene,Post-Extinction,Survivor,1,A5,0.447,7.7,-16.4,,,15.5,41.8,2.7,,x
41229-98807,41229-98807,,NA,NA,,,,,TMM,NA,,,NA,,,0,,Modern,Post-Extinction,Survivor,2,H4,0.549,6.5,-15.8,,,14.5,43.2,3,,x
41229-9881,41229-9881,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,105-110,,,7716,,Holocene,Post-Extinction,Survivor,1,A12,0.382,8.1,-16.2,,,28.2,77.2,2.7,,x
41229-9951,41229-9951,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,110-115,,,8045,,Holocene,Post-Extinction,Survivor,1,A11,0.67,9.7,-13.1,,,16,43.4,2.7,,x
41229-9988,41229-9988,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,2,D6,0.562,4.1,-16.7,,,16.8,48.2,2.9,,x
41229-9989,41229-9989,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,2,B9,0.562,4.6,-18.9,,,16,45.6,2.8,,x
41229-FE-CO-15780,41229-FE-CO-15780,Large,Carnivore,Puma,concolor,Puma,concolor,51600,TMM,Hall's Cave,30.13,-99.54,NA,NA,,,,,,Survivor,1,G2,0.558,8.6,-16.7,,,15.7,45.2,2.9,,x
41229-FELIDAE-10420,41229-FELIDAE-10420,Large,Carnivore,Felidae,,,,,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,13150.5,13150.5,,Pleistocene,Pre-Extinction,,1,G1,0.559,9.9,-17.8,,,14.1,40.7,2.9,,x
41229-MUSTELID-15778,41229-MUSTELID-15778,Small,Carnivore,Mustelidae,,Mustelidae,sp.,2.16732,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,11174.5,11174.5,,Holocene,Pre-Extinction,,1,G7,0.538,11.9,-17,,,10.4,32.7,3.1,,x
41229-MUSTELID-15779,41229-MUSTELID-15779,Small,Carnivore,Mustelidae,,Mustelidae,sp.,2.16732,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,11174.5,11174.5,,Holocene,Pre-Extinction,,1,G8,0.558,10.3,-17.6,,,15.4,42.1,2.7,,x
41229-PA-ON--3537,41229-PA-ON--3537,Large,Carnivore,Panthera,onca,Panthera,onca,100000,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,12491.5,12491.5,,Pleistocene,Pre-Extinction,Survivor,1,G6,0.544,12.7,-14,,,15.6,45.1,2.9,,x
41229-PANTHERA-10799,41229-PANTHERA-10799,Large,Carnivore,Panthera,onca?,Panthera,onca,100000,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,11503.5,11503.5,,Holocene,Pre-Extinction,Survivor,1,G3,0.555,13,-10.1,,,15.9,45.8,2.9,,x
41229-PANTHERA-10875,41229-PANTHERA-10875,Large,Carnivore,Panthera,,Panthera,onca,100000,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,13733.5,13733.5,,Pleistocene,Pre-Extinction,Survivor,1,G4,0.58,11.1,-14.2,,,16.1,45.9,2.8,,x
41229-PANTHERA-10905,41229-PANTHERA-10905,Large,Carnivore,Panthera,onca?,Panthera,onca,100000,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,11503.5,11503.5,,Holocene,Pre-Extinction,Survivor,1,G5,0.528,13.1,-10.7,,,15.5,44.9,2.9,,x
41229-SPILO-1021,41229-SPILO-1021,Small,Carnivore,Spilogale,,Spilogale,sp.,341,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,11833,11833,,Pleistocene,Pre-Extinction,,1,G9,0.58,11.4,-18,,,8,23,2.9,,x
41229-SPILO-3744,41229-SPILO-3744,Small,Carnivore,Spilogale,,Spilogale,sp.,341,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,13150.5,13150.5,,Pleistocene,Pre-Extinction,,1,G10,0.507,12.5,-16,,,8.5,23.8,2.8,,x
41229-uncat,41229-uncat,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Hall's Cave,30.13,-99.54,,Pleistocene,21000,21000,,Pleistocene,Pre-Extinction,Extinct,2,A10,0.293,7.2,-11.3,,,15.3,42.4,2.8,,x
41229-UR-AM--2731,41229-UR-AM--2731,Large,Carnivore,Ursus,americanus,Ursus,americanus,99949,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,15684,15684,,Pleistocene,Pre-Extinction,Survivor,1, H1,0.578,5.1,-17.8,,,16.3,44.6,2.7,,x
41229-URSUS-11029,41229-URSUS-11029,Large,Carnivore,Ursus,americanus?,Ursus,americanus,99949,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,6563,6563,,Holocene,Post-Extinction,Survivor,1,G11,0.586,3.7,-19.5,,,4.1,12.7,3.1,,x
41229-URSUS-11754,41229-URSUS-11754,Large,Carnivore,Ursus,americanus?,Ursus,americanus,99949,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,18984,18984,,Pleistocene,Pre-Extinction,Survivor,1,G12,0.5,3.7,-18.7,,,17.1,45.6,2.7,,x
41CM3-13,41CM3-13,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,29.92,-98.35,Mid-Holocene,Holocene,4600,4600,,Holocene,Post-Extinction,Survivor,5,D3,0.573,5.6,-19.8,,,14.6,43,2.9,,x
41CM3-93,41CM3-93,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,29.92,-98.35,Mid-Holocene,Holocene,4600,4600,,Holocene,Post-Extinction,Survivor,5,D2,0.525,6.7,-19.6,,,16,45.2,2.8,,x
43067-101,43067-101,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,10800000,TMM,Avenue Site,30.25,-97.75,,,,15000,,Pleistocene,Pre-Extinction,Extinct,5,C6,0.594,NA,NA,,,bdl,1.2,NA,,x
43067-37,43067-37,Large,Herbivore,Mammuthus,,Mammuthus,sp.,10800000,TMM,Avenue Site,30.25,-97.75,Area B,,,15000,,Pleistocene,Pre-Extinction,Extinct,5,C3,0.563,NA,NA,,,bdl,1.4,NA,,x
43133-1112,43133-1112,Large,Herbivore,Odocoileus,virginianus,Odocoileus,sp.,55509,TMM,Bering Sinkhole,29.76,-98.77,,Holocene,4950,4950,took mean of interval,Holocene,Post-Extinction,Survivor,2,A9,0.279,6.9,-19.8,,,11.4,35.5,3.1,,x
43133-1413,43133-1413,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Bering Sinkhole,29.76,-98.77,,,,4950,,Holocene,Post-Extinction,Survivor,1,C2,0.559,7.2,-17.7,,,15,43.3,2.9,,x
43133-1426,43133-1426,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Bering Sinkhole,29.76,-98.77,,,,4950,,Holocene,Post-Extinction,Survivor,1,E10,0.256,9.2,-11.6,,,15.5,42.5,2.7,,x
43133-232,43133-232,Large,Carnivore,Canis,lupus,Canis,lupus,37000,TMM,Bering Sinkhole,29.76,-98.77,"NW Pit, level 2",,,4950,,Holocene,Post-Extinction,Survivor,1,F5,0.51,10.1,-10.4,,,13.6,40,2.9,,x
43133-236,43133-236,Large,Carnivore,Canis,lupus,Canis,lupus,37000,TMM,Bering Sinkhole,29.76,-98.77,,,,4950,,Holocene,Post-Extinction,Survivor,1,F3,0.581,9.9,-9.5,,,16.1,43.4,2.7,,x
43136-1,43136-1,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,NA,,,NA,NA,NA,NA,,,,,1,H10,0.556,7.7,-18.5,,,15.4,44.5,2.9,,x
43202-43,43202-43,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,,,"Upper Part, 16"" - 36""",,,5000,,Holocene,Post-Extinction,Survivor,1,E11,0.355,8.1,-14.6,,,16.1,43.7,2.7,,x
43202-5,43202-5,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,,,"General midden, amature backdirt piles",,,5000,,Holocene,Post-Extinction,Survivor,1,B10,0.555,7.5,-17.1,,,15.7,43.2,2.8,,x
43202-73,43202-73,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,1,E12,0.5,9.7,-19.2,,,13.7,44.7,3.3,,x
43202-77,43202-77,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,1,D10,0.411,8.4,-19.1,,,13.6,44.5,3.3,,x
43202-79,43202-79,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Ranny Creek Cave,,,Lower part excavated summer 1930,,,5000,,Holocene,Post-Extinction,Survivor,1,F1,0.513,8.3,-19.1,,,14.8,45.3,3.1,,x
43365-1,43365-1,Large,Carnivore,Ursus,americanus,Ursus,americanus,99949,TMM,Sanders Ranch Cave,,,,,,,,,,Survivor,4,B8,0.513,4.3,-20.1,,,15.5,44.2,2.9,,x
43423-1,43423-1,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Mustang Branch,,,,,,,,,,,5,C8,0.573,5.8,-9.5,,,14.9,42.4,2.8,,x
43481-4,43481-4,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,W. Culp Site,,,"Trench #2, 15"" - 52"" ",,,,,,,Survivor,1,F2,0.385,8.6,-12.3,,,15.7,44.6,2.8,,x
45817-1,45817-1,Large,Herbivore,Bison,bison,Bison,bison,579255,TMM,77 Ranch,,,,,,,,,,Survivor,5,C4,0.536,6,-12.8,,,14,42,3,,x
73087380-,73087380-,,NA,NA,,,,,TMM,NA,,,NA,,,,,,,,5,D7,0.543,8.7,-17.7,,,14,41.7,3,,x
