Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication
1295-2,1295-2,Small,Carnivore,Vulpes,sp.,Vulpes,sp.,4132,TMM,Clamp Cave,31.12,-98.75,,,,20000,,Pleistocene,Pre-Extinction,Survivor,1,F9,0.045,NA,NA,,,3,18,6,,x
1295-8,1295-8,Small,Carnivore,Vulpes,sp.,Vulpes,sp.,4132,TMM,Clamp Cave,31.12,-98.75,,,,20000,,Pleistocene,Pre-Extinction,Survivor,1,F10,0.131,NA,NA,,,2.5,15.6,6.2,,x
1295-9,1295-9,Small,Carnivore,Vulpes,sp.,Vulpes,sp.,4132,TMM,Clamp Cave,31.12,-98.75,,,,20000,,Pleistocene,Pre-Extinction,Survivor,1,F11,0.599,3.2,-23.9,,,4.2,18.2,4.4,,x
220-27,220-27,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Jess Cox Ranch,,,,,,5000,,Holocene,Post-Extinction,Survivor,1,B7,0.461,10.5,-17.8,,,15.5,43.6,2.8,,x
220-36,220-36,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Jess Cox Ranch,,,,,,5000,,Holocene,Post-Extinction,Survivor,1,D11,0.577,8.4,-16.4,,,13.4,39.7,3,,x
30697-94,30697-94,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,D5,0.564,4.4,-26.4,,,4.5,35.4,7.8,,x
30967-106,30967-106,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Ingleside,27.87,-97.2,Late Pleistocene (Pit #1),Pleistocene,,30000,,Pleistocene,Pre-Extinction,Survivor,5,B12,0.522,NA,NA,,,bdl,3.1,na,,x
30967-1230,30967-1230,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,C7,0.511,NA,NA,,,bdl,2.5,na,,x
30967-1595,30967-1595,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Ingleside,27.87,-97.2,Late Pleistocene (Pit #1),Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,B8,0.544,NA,-24.9,,,1.7,9.4,5.4,,x
30967-1599,30967-1599,Large,Herbivore,Camelops,,Camelops,sp.,1100000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,D9,0.578,NA,-27.3,,,0.4,23.6,53.4,,x
30967-172,30967-172,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Ingleside,27.87,-97.2,Late Pleistocene (Pit #1),,,30000,,Pleistocene,Pre-Extinction,Extinct,5,F2,0.541,NA,-24.9,,,1.4,8.4,5.8,,x
30967-172,30967-172,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Ingleside,27.87,-97.2,"Rancholabrean, Pleistocene ",,,30000,,Pleistocene,Pre-Extinction,Extinct,6,A7,0.525,NA,NA,,,bdl,2.5,NA,,x
30967-1778,30967-1778,Large,Herbivore,Paleolama,mirifica,Paleolama,mirifica,223000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,B10,0.568,NA,NA,,,bdl,1.8,na,,x
30967-224,30967-224,Large,Herbivore,Equus,fraternus,Equus,sp.,400000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,,,,,-7.6,-0.8,,,,2.9,,NA
30967-395,30967-395,Large,Herbivore,Mammut,sp.,Mammut,sp.,7800000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,,,,,-17.4,-10.6,,,,2.9,,NA
30967-808,30967-808,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,10800000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,,,,,-7.7,-0.9,,,,2.9,,NA
30967-874,30967-874,Large,Herbivore,Paleolama,mirifica,Paleolama,mirifica,223000,TMM,Ingleside,27.87,-97.2,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Extinct,5,B11,0.52,NA,-27.2,,,bdl,14.6,na,,x
40449-127,40449-127,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Levi Shelter,30.36,-98.1,"Toomey says 10-7 (14C) or 11,555 to 7,845",,,11500,,Holocene,Pre-Extinction,Survivor,5,D11,0.549,1.1,-24,,,4.2,16.9,4,,x
40449-129,40449-129,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Levi Shelter,30.36,-98.1,"Toomey says 10-7 (14C) or 11,555 to 7,854",,,11500,,Holocene,Pre-Extinction,Survivor,5,H7,0.542,-1.1,-24.3,,,3.3,14.4,4.3,,x
40449-175,40449-175,Large,Carnivore,Canis,dirus,Canis,dirus,65000,TMM,Levi Shelter,30.36,-98.1,,,,11500,,Holocene,Pre-Extinction,Extinct,1,D8,0.216,7.1,-19.7,,,6.9,22.6,3.3,,x
40450-1603,40450-1603,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Cave Without A Name,29.88,-98.62,N/A,,,13000,,Pleistocene,Pre-Extinction,Survivor,6,B5,0.56,9.7,-15.1,,,8.4,25.6,3.1,,x
40450-1604,40450-1604,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,29.88,-98.62,Pleistocene (disturbed),,,13000,,Pleistocene,Pre-Extinction,Survivor,4,F4,0.549,6.2,-18.1,,,15.8,45.3,2.9,,x
40450-1607,40450-1607,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,29.88,-98.62,Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,6,B3,0.524,6.3,-18.2,,,13.1,39.1,3,,x
40450-1608,40450-1608,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Cave Without A Name,29.88,-98.62,N/A,,,13000,,Pleistocene,Pre-Extinction,Survivor,5,G9,0.508,8.1,-17.2,,,13.2,39.4,3,,x
40450-1609,40450-1609,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,5,G10,0.528,9.1,-15.6,,,12,35.8,3,,x
40450-1619,40450-1619,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Extinct,5,D4,0.526,10.2,-14.9,,,14.3,42.9,3,,x
40450-2552,40450-2552,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Extinct,5,F5,0.543,9.6,-11.4,,,7.6,25.4,3.3,,x
40450-2554,40450-2554,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Extinct,5,B2,0.535,9.1,-9.9,,,10.6,32.2,3,,x
40450-2560,40450-2560,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Extinct,5,B1,0.591,8.9,-14.1,,,4.6,13.8,3,,x
40450-345,40450-345,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene (bottom of dump),,,13000,,Pleistocene,Pre-Extinction,Survivor,6,A1,0.508,9,-14.7,,,11.1,33.5,3,,x
40450-437,40450-437,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Cave Without A Name,29.88,-98.62,Late Pleistocene,Terminal.Pleistocene,13000,13000,assigned 13ka,Pleistocene,Pre-Extinction,Extinct,5,D7,0.526,9.3,-10.8,,,5.7,17.4,3.1,,x
40450-584,40450-584,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,29.88,-98.62,Pleistocene,,,13000,,Pleistocene,Pre-Extinction,Survivor,4,C2,0.556,7.4,-19.5,,,14,40.8,2.9,,x
40450-617,40450-617,Small,Carnivore,Lynx,rufus,Lynx,sp.,17950,TMM,Cave Without A Name,29.88,-98.62,,,,13000,,Pleistocene,Pre-Extinction,Survivor,5,E10,0.536,5.7,-17.8,,,12.7,37.4,2.9,,x
40451-101,40451-101,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,29.92,-98.35,N/A,,,4600,,Holocene,Post-Extinction,Survivor,4,C4,0.582,7.8,-14,,,15.1,43.5,2.9,,x
40451-102,40451-102,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,29.92,-98.35,Mid-Holocene,Holocene,4600,4600,,Holocene,Post-Extinction,Survivor,5,A5,0.523,5.5,-19.8,,,15.3,46.2,3,,x
40451-125,40451-125,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Wunderlich Site,29.92,-98.35,Mid-Holocene,Holocene,4600,4600,,Holocene,Post-Extinction,Survivor,5,C9,0.517,5.1,-21,,,12,35.6,3,,x
40541-110,40541-110,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,,,,Survivor,5,E7,0.58,5.8,-18.9,,,15.5,43.3,2.8,,x
40541-112,40541-112,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,,,,Survivor,4,A8,0.594,5.2,-18.1,,,15.8,43.6,2.8,,x
40541-1232,40541-1232,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,,,,Survivor,4,D4,0.561,5,-19.1,,,15.9,44.8,2.8,,x
40541-1233,40541-1233,Large,Herbivore,Antilocapra,americana,Antilocapra,americana,46083,TMM,Starveout Cave,,,,,,,,,,Survivor,4,C6,0.516,7.9,-19.5,,,15.9,44.4,2.8,,x
40673-52,40673-52,Large,Carnivore,Panthera,onca,Panthera,onca,100000,TMM,Laubach 1,30.6166,-97.6166,"Core Hole Cave. Second Level of Cave. Pleistocene, Wisconson. ",,,,,,,Survivor,6,A2,0.52,NA,NA,,,bdl,2.5,NA,,x
40685-1,40685-1,Large,Herbivore,Tayassu,tajacu,Tayassu,tajacu,21267,TMM,Zesch Cave,30.75,-99.25,?,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Survivor,5,D8,0.525,7.3,-16.5,,,13.9,41.3,3,,x
40685-773,40685-773,Large,Carnivore,Canis,latrans,Canis,familiaris/latrans,13406,TMM,Zesch Cave,30.75,-99.25,Pleistocene,,,30000,,Pleistocene,Pre-Extinction,Survivor,1,E4,0.559,NA,NA,,,bdl,1.3,na,,x
40685-UNM001,40685-UNM001,Large,Herbivore,Tayassu,tajacu,Tayassu,tajacu,21267,TMM,Zesch Cave,30.75,-99.25,,Pleistocene,,30000,,Pleistocene,Pre-Extinction,Survivor,5,B9,0.569,7,-15.8,,,12.2,40.8,3.3,,x
41229-1001,41229-1001,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,NA,Holocene,6233.5,6233.5,,Holocene,Post-Extinction,Survivor,1,H3,0.518,7.3,-17.2,,,16.2,44.7,2.8,,x
41229-10262,41229-10262,Small,Carnivore,Mustela,,Mustela,sp.,2085,TMM,Hall's Cave,30.13,-99.54,240-245,,,16273,,Pleistocene,Pre-Extinction,,5,C11,0.573,12.6,-16.1,,,15.8,44.4,2.8,,x
41229-10265,41229-10265,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,240-245,,,16273,,Pleistocene,Pre-Extinction,Survivor,2,F10,0.59,8.6,-18.2,,,12.6,36.9,2.9,,x
41229-10278,41229-10278,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,250-255,,,16509,,Pleistocene,Pre-Extinction,Survivor,1,E9,0.584,9.1,-16,,,13.3,35.9,2.7,,x
41229-10351,41229-10351,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,2,A12,0.547,6,-15.8,,,15.3,44.5,2.9,,x
41229-10357,41229-10357,Large,Carnivore,Canis,familiaris,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,130-135,,,9363,,Holocene,Post-Extinction,Survivor,1,D2,0.69,13.4,-15,,,15.6,43.7,2.8,,x
41229-10469,41229-10469,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,1,C11,0.523,9.9,-15.6,,,14.8,42,2.8,,x
41229-1055,41229-1055,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,Pit 1,Holocene,4916,4916,,Holocene,Post-Extinction,Survivor,2,A1,0.285,4.5,-20,,,16.7,45.7,2.7,,x
41229-10778,41229-10778,Large,Carnivore,Canis,familiaris/latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,1,A7,0.56,10.5,-17,,,15.9,43.6,2.7,,x
41229-10795,41229-10795,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Hall's Cave,30.13,-99.54,,Pleistocene,14977,14977,,Pleistocene,Pre-Extinction,Extinct,2,A2,0.286,5.9,-15.1,,,15.9,44,2.8,,x
41229-10796,41229-10796,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Hall's Cave,30.13,-99.54,Pit 1D/E,Holocene,11503.5,11503.5,,Holocene,Pre-Extinction,Extinct,2,A6,0.286,7.9,-9.9,,,16.3,44.8,2.7,,x
41229-10798,41229-10798,Large,Herbivore,Equus,,Equus,sp.,400000,TMM,Hall's Cave,30.13,-99.54,Pit 1D/E,Holocene,11503.5,11503.5,,Holocene,Pre-Extinction,Extinct,2,A5,0.287,8.5,-10.5,,,11.7,32.4,2.8,,x
41229-10802,41229-10802,Large,Carnivore,Canis,lupus/dirus,Canis,lupus/dirus,37000,TMM,Hall's Cave,30.13,-99.54,171.5?,,,11998,,Pleistocene,Pre-Extinction,Extinct,1,A2,0.554,13.7,-12.6,,,15.5,42.4,2.7,,x
41229-10803,41229-10803,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Hall's Cave,30.13,-99.54,NA,Pleistocene,21577,21577,,Pleistocene,Pre-Extinction,Extinct,1,H7,0.523,7,-12.3,,,13.5,38.3,2.8,,x
41229-10809,41229-10809,Large,Herbivore,Bison,sp.,Bison,sp.,579255,TMM,Hall's Cave,30.13,-99.54,NA,NA,,,,,,,1,H8,0.561,9.7,-8.3,,,16.5,45.5,2.8,,x
41229-10810,41229-10810,Large,Herbivore,Odocoileus,sp.,Odocoileus,sp.,55509,TMM,Hall's Cave,30.13,-99.54,NA,NA,,,,,,,1,H9,0.544,10.3,-18.4,,,14.6,41.5,2.8,,x
41229-10867,41229-10867,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,145-150,,,10351,,Holocene,Pre-Extinction,Survivor,1,F12,0.567,11.7,-14.4,,,15.6,43.3,2.8,,x
41229-10876,41229-10876,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Hall's Cave,30.13,-99.54,190-195,,,13315,,Pleistocene,Pre-Extinction,,1,B1,0.564,12.3,-11.8,,,15.5,43.2,2.8,,x
41229-11094,41229-11094,Large,Carnivore,Canis,cf. latrans,Canis,familiaris/latrans,13406,TMM,Hall's Cave,30.13,-99.54,195-200,,,13645,,Pleistocene,Pre-Extinction,Survivor,1,A1,0.514,12.3,-11.9,,,15.9,43.5,2.7,,x
41229-11182,41229-11182,Large,Carnivore,Canis,sp.,Canis,sp.,37000,TMM,Hall's Cave,30.13,-99.54,215-220,,,15095,,Pleistocene,Pre-Extinction,,1,D7,0.527,5,-18.7,,,15.1,42.3,2.8,,x
41229-12042,41229-12042,Large,Carnivore,Canis,lupus,Canis,lupus,37000,TMM,Hall's Cave,30.13,-99.54,,,,,,,,Survivor,1,B4,0.58,10.9,-10.6,,,15.3,43.6,2.9,,x
41229-12071,41229-12071,Small,Carnivore,Urocyon or Vulpes,,Urocyon or Vulpes,,4132,TMM,Hall's Cave,30.13,-99.54,155-160,,,11010,,Holocene,Pre-Extinction,Survivor,1,B9,0.597,10.3,-16.1,,,15.4,43,2.8,,x
41229-1302,41229-1302,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,3,A5,0.535,6.9,-22.7,,,9.7,30.7,3.2,,x
41229-1306,41229-1306,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,075-080,,,5739,,Holocene,Post-Extinction,Survivor,3,B2,0.526,5.4,-14.1,,,14.4,42.8,3,,x
41229-1350,41229-1350,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,2,C2,0.527,4.7,-15.3,,,15.9,45,2.8,,x
41229-1362,41229-1362,Large,Herbivore,Bison,antiguus,Bison,antiguus,579255,TMM,Hall's Cave,30.13,-99.54,,Pleistocene,14977,14977,,Pleistocene,Pre-Extinction,Extinct,2,A4,0.28,10.4,-9.3,,,16.6,46.2,2.8,,x
41229-14048,41229-14048,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,060-065,,,4751,,Holocene,Post-Extinction,Survivor,2,C4,0.574,5.4,-17.4,,,14.8,44.2,3,,x
41229-14145,41229-14145,,NA,NA,,,,,TMM,NA,,,NA,,,0,,Modern,Post-Extinction,Survivor,2,G5,0.575,5.5,-15.5,,,14.6,43.3,3,,x
41229-15781,41229-15781,Large,Carnivore,Canis,lupus (?),Canis,lupus,37000,TMM,Hall's Cave,30.13,-99.54,065-070,,,5081,,Holocene,Post-Extinction,Survivor,1,C1,0.518,6.3,-17.7,,,15.2,43.4,2.9,,x
41229-15782,41229-15782,,NA,NA,,,,,TMM,Hall's Cave,30.13,-99.54,140-145,,,10021,,Holocene,Post-Extinction,Survivor,1,D4,0.376,11.1,-13.2,,,14.8,42.4,2.9,,x
41229-1596,41229-1596,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,2,F12,0.594,5.6,-18.3,,,16.4,45.7,2.8,,x
41229-1597,41229-1597,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,3,G7,0.554,5.6,-16.5,,,14.9,44.2,3,,x
41229-1598,41229-1598,Small,Herbivore,Sylvilagus,audubonii or floridanus,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,025-030,,,2446,,Holocene,Post-Extinction,Survivor,3,B5,0.585,5.9,-13.8,,,14.5,41.8,2.9,,x
41229-16974,41229-16974,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,010-015,,,1458,,Holocene,Post-Extinction,Survivor,2,A9,0.535,5.7,-18.5,,,15.3,44,2.9,,x
41229-16978,41229-16978,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,010-015,,,1458,,Holocene,Post-Extinction,Survivor,2,E10,0.522,4.2,-17.9,,,15.2,44,2.9,,x
41229-16992,41229-16992,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,015-020,,,1787,,Holocene,Post-Extinction,Survivor,3,G5,0.565,4.7,-17.7,,,14.8,45,3,,x
41229-16995,41229-16995,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,015-020,,,1787,,Holocene,Post-Extinction,Survivor,3,B9,0.572,3.6,-15,,,14.7,41.3,2.8,,x
41229-16997,41229-16997,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,015-020,,,1787,,Holocene,Post-Extinction,Survivor,3,G10,0.548,4.6,-17.7,,,17,49.3,2.9,,x
41229-17003,41229-17003,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,H6,0.567,3.5,-21.5,,,15.5,45.3,2.9,,x
41229-17015,41229-17015,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,F2,0.536,4.1,-16.1,,,16.1,44.3,2.7,,x
41229-17024,41229-17024,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,C6,0.556,3.8,-17.7,,,13.9,42.5,3.1,,x
41229-17026,41229-17026,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,B8,0.538,4.1,-17.8,,,16.6,47.6,2.9,,x
41229-17029,41229-17029,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,C11,0.546,3,-21.3,,,15.8,45.5,2.9,,x
41229-17031,41229-17031,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,H2,0.53,6,-15.9,,,16.9,48.5,2.9,,x
41229-17032,41229-17032,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,D8,0.567,3.7,-18.1,,,15.6,45.5,2.9,,x
41229-17033,41229-17033,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,A7,0.574,4.4,-18.3,,,16.1,46,2.8,,x
41229-17034,41229-17034,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,F2,0.54,4.2,-16.9,,,17.2,48.1,2.8,,x
41229-17035,41229-17035,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,H9,0.552,4.2,-15.1,,,15.7,45.6,2.9,,x
41229-17038,41229-17038,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,B7,0.579,4.8,-18.4,,,15.7,43.2,2.8,,x
41229-17039,41229-17039,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,G12,0.523,6.2,-17.5,,,15.8,44.4,2.8,,x
41229-17040,41229-17040,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,C1,0.564,3.7,-18.5,,,14.9,42.4,2.8,,x
41229-17041,41229-17041,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,G8,0.584,5.2,-16.1,,,15.2,43.9,2.9,,x
41229-17042,41229-17042,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,E8,0.511,6,-18.1,,,16.1,45.4,2.8,,x
41229-17044,41229-17044,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,F7,0.598,4.7,-15.5,,,13.9,41.1,2.9,,x
41229-17045,41229-17045,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,3,A6,0.588,4.3,-13.7,,,13,38.6,3,,x
41229-17046,41229-17046,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,020-025,,,2116,,Holocene,Post-Extinction,Survivor,2,B12,0.575,4.9,-13.4,,,16.1,46.1,2.9,,x
41229-17051,41229-17051,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,035-040,,,3104,,Holocene,Post-Extinction,Survivor,2,D5,0.524,5.5,-16.4,,,15.5,46.3,3,,x
41229-17052,41229-17052,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,035-040,,,3104,,Holocene,Post-Extinction,Survivor,3,A10,0.58,5.2,-17.7,,,14.1,42.4,3,,x
41229-17056,41229-17056,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,2,G4,0.57,5.7,-17,,,14,40.9,2.9,,x
41229-17058,41229-17058,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,3,D1,0.565,5.2,-16.4,,,16.5,44.4,2.7,,x
41229-17061,41229-17061,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,3,A1,0.603,3.1,-20.3,,,15.3,46.5,3,,x
41229-17063,41229-17063,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,3,B10,0.513,4.1,-17.6,,,14.6,42.6,2.9,,x
41229-17066,41229-17066,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,045-050,,,3434,,Holocene,Post-Extinction,Survivor,3,E4,0.558,6.3,-18.4,,,13.2,39.5,3,,x
41229-17076,41229-17076,Small,Herbivore,Sylvilagus,,Sylvilagus,,1173,TMM,Hall's Cave,30.13,-99.54,050-055,,,4093,,Holocene,Post-Extinction,Survivor,2,E9,0.504,3.8,-17.4,,,13.2,38.6,2.9,,x
