Sample.ID,Sample.ID2,Size,Diet,Genus,Species,Genus.modif,Species.modif,Group,Body size,Museum.ID,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,Age,age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel,d.180.enamelVPD,X.N,X.C,C.N,commnets,analyzed.at.UNM.publication,Amino Acid 
SMNH-WACO-I,SMNH-WACO-I,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.06,-2.26,30.44,-0.41,,,0,,Koch.2004,
SMNH-WACO-21,SMNH-WACO-21,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.97,-2.17,30.65,-0.2,,,0,,Koch.2004,
SMNH-WACO-D,SMNH-WACO-D,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.9,-2.1,29.88,-0.95,,,0,,Koch.2004,
SMNH-WACO-N,SMNH-WACO-N,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.81,-2.01,30.66,-0.19,,,0,,Koch.2004,
SMNH-WACO-B,SMNH-WACO-B,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.55,-1.75,30.43,-0.42,,,0,,Koch.2004,
30967-711,30967-711,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8,-1.2,31.2,0.33,,,0,,Yann et al 2016,
30967-322,30967-322,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment ,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.6,0.2,31.4,0.524,,,0,,Yann et al 2016,
30967-724,30967-724,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M2 or M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.9,-1.1,29.9,-0.931,,,0,,Yann et al 2016,
30967-214,30967-214,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M2 or M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.8,-1,29.9,-0.931,,,0,,Yann et al 2016,
30967-818,30967-818,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.1,-2.3,28.5,-2.289,,,0,,Yann et al 2016,
30967-787,30967-787,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.9,-1.1,28,-2.774,,,0,,Yann et al 2016,
30967-1273,30967-1273,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,San Patricio,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.7,-1.9,,-0.7,,,0,,x,
30967-808,30967-808,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,Pleistocene,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.7,-0.9,,,,,100,,"Cerling et al., 1999",
TMM-30967-148,30967-148,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.39,-2.59,29.97,-0.86,,,0,,Koch.2004,
TMM-30967-1818,30967-1818,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.05,-2.25,28.55,-2.24,,,0,,Koch.2004,
TMM-30967-165,30967-165,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.44,-1.64,30.09,-0.75,,,0,,Koch.2004,
TMM-30967-500,30967-500,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.15,-1.35,30.39,-0.46,,,0,,Koch.2004,
TMM-30967-1787,30967-1787,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.9,-1.1,28.03,-2.75,,,0,,Koch.2004,
TMM-30967-1724,30967-1724,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.9,-1.1,29.93,-0.9,,,0,,Koch.2004,
TMM-30967-1214,30967-1214,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.75,-0.95,29.87,-0.96,,,0,,Koch.2004,
TMM-30967-679,30967-679,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.63,-0.83,30.11,-0.73,,,0,,Koch.2004,
30967-1273,30967-1273,Large,Herbivore,Mammuthus,,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.53,-1.73,29.37,-1.445395107,,,0,,Uark,
30967-227,30967-227,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.6,-0.8,,0.5,,,0,,x,
TMM-937-46b,937-46b,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-15.47,-8.67,23.78,-6.87,,,0,,Koch.2004,
TMM-937-126b,937-126b,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-15.44,-8.64,22.16,-8.44,,,0,,Koch.2004,
SMP-uncatb,SMP-uncatb,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14,-7.2,23.92,-6.73,,,0,,Koch.2004,
BDM-naa,BDM-naa,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.7,-1.9,29.9,-0.93,,,0,,Koch.2004,
BDM-naa,BDM-naa,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.4,-1.6,29.8,-1.03,,,0,,Koch.2004,
TMM-937-818,937-818,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.72,-0.92,27.83,-2.94,,,0,,Koch.2004,
BDM-naa,BDM-naa,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.6,-0.8,27.6,-3.16,,,0,,Koch.2004,
TMM-937-E6,937-E6,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.06,-0.26,29.29,-1.52,,,0,,Koch.2004,
"BDM-#4a,b","BDM-#4a,b",Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.5,0.3,24.2,-6.46,,,0,,Koch.2004,
MSU-uncat.,MSU-uncat.,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.58,-0.78,30.18,-0.66,,,0,,Koch.2004,
43067-37,43067-37,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,Area B,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,C3,0.563,NA,NA,,,,bdl,1.4,100,,x,
43067-101,43067-101,Large,Herbivore,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,10800000,TMM,Avenue Site,30.25,-97.75,Cluster 1,Cluster 4,,,,15000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,5,C6,0.594,NA,NA,,,,bdl,1.2,100,,x,
TMM-40806-433,40806-433,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Bonfire Shelter,29.82,-101.55,Cluster 6,Cluster 4,,,,10100,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.64,-2.84,29.5,-1.32,,,0,,Koch.2004,
TMM-43067-37,43067-37,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Congress Avenue,30.25,-97.75,Cluster 1,Cluster 4,,,,17220,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.78,-0.98,28.72,-2.08,,,0,,Koch.2004,
TMM-933-133,933-133,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-11.89,-5.09,29.93,-0.9,,,0,,Koch.2004,
TMM-933-2022,933-2022,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.67,-3.87,30.21,-0.63,,,0,,Koch.2004,
TMM-933-3407,933-3407,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.33,-3.53,31.05,0.18,,,0,,Koch.2004,
TMM-933-1507,933-1507,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.15,-3.35,29.32,-1.49,,,0,,Koch.2004,
TMM-933-928,933-928,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.89,-2.09,29.29,-1.52,,,0,,Koch.2004,
TMM-933-2676,933-2676,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.7,-1.9,30.11,-0.73,,,0,,Koch.2004,
TMM-933-1309,933-1309,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.5,-1.7,28.14,-2.64,,,0,,Koch.2004,
TMM-933-296,933-296,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.29,-1.49,30.03,-0.81,,,0,,Koch.2004,
TMM-933-2015,933-2015,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.19,-1.39,28.91,-1.89,,,0,,Koch.2004,
TMM-933-358,933-358,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.16,-1.36,29.05,-1.76,,,0,,Koch.2004,
TMM-933-1506,933-1506,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.01,-1.21,29.17,-1.64,,,0,,Koch.2004,
TMM-933-1013,933-1013,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.99,-1.19,30.4,-0.45,,,0,,Koch.2004,
TMM-933-2243,933-2243,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.85,-1.05,29.19,-1.62,,,0,,Koch.2004,
TMM-933-1505,933-1505,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.94,-0.14,30.12,-0.72,,,0,,Koch.2004,
TMM-933-1006,933-1006,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.86,-0.06,29.87,-0.96,,,0,,Koch.2004,
TMM-933-2014,933-2014,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.82,-0.02,30.01,-0.82,,,0,,Koch.2004,
908-2377,908-2377,Large,Herbivore,Mammuthus,,Mammuthus,sp.,Mammuthus,10800000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.58,-1.78,29.04,-1.765516171,,,0,,Uark,
908-2305,908-2305,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 4, Square A-B, 1-2",,,11000,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,5,F4,0.462,2.3,-25,,,,7.1,29.6,4.2,,x,
TMM-908-2408,908-2408,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,,,,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.64,-1.84,30.07,-0.77,,,0,,Koch.2004,
TMM-40722-1,40722-1,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Laubach Cave,30.6166,-97.6166,Cluster 1,Cluster 4,,,,19540,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.84,-3.04,30.22,-0.62,,,0,,Koch.2004,
MSU-7391,MSU-7391,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,MSU,Schulze Cave ,30.25,-99.87,Cluster 5,Cluster 4,Level.C2,,,9310,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.99,-4.19,29.08,-1.73,,,0,,Koch.2004,
40545-17,40545-17,Large,Herbivore,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,10800000,TMM,Nueces River,,,,,,,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.2,-1.4,,-0.1,,,0,,x,
43442-1,43442-1,Large,Herbivore,Mammuthus,,Mammuthus,sp.,Mammuthus,10800000,TMM,Pain In The Glass Cave,,,,,"Holocene; inside cave, 186""",,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.4,-1.6,,-3.5,,,0,,x,
933-4494,933-4494,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,,,18500,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,4,F1,0.548,7.5,-15.6,,,,13.9,43.7,3.2,,x,
908-4253,908-4253,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #388",,,,,,,,,4,G5,0.514,7.5,-16.5,,,,14.4,41.8,2.9,,x,
908-4257,908-4257,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #54",,,,,,,,,4,E1,0.541,7.1,-13.9,,,,15.5,44.6,2.9,,x,
908-989,908-989,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5, Square C-D, 4-5, #205",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B4,0.512,9.3,-12.6,,,,15.3,43.7,2.9,,x,
908-858,908-858,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 8-9, #208",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,G3,0.53,11,-17.2,,,,13.9,42.5,3,,x,
908-1204,908-1204,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square D-E, 2-3, #203",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,F6,0.53,10,-15.7,,,,15.2,44.6,2.9,,x,
908-3264,908-3264,Small,Carnivore,Mephitis,mephitis,Mephitis,sp.,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square H-I, 4-5, #377",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B1,0.555,9.3,-15.2,,,,14.6,42.3,2.9,,x,
1295-13,1295-13,Small,Carnivore,Taxidea,taxus,NA,NA,Mustelidae,7108,TMM,Clamp Cave,31.12,-98.75,Cluster 5,Cluster 4,Pleistocene-Rancholabrean,,,20000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,5,F8,0.568,1.6,-23.9,,,,5.4,18.2,3.3,,x,
908-4282,908-4282,Large,Carnivore,Canis,sp.,NA,NA,NA,37000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#266,,,,,,,,,4,C7,0.547,11.5,-11.1,,,,15.2,43.9,2.9,,x,
908-4522,908-4522,Large,Carnivore,Canis,sp.,NA,NA,NA,37000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#518,,,,,,,,,4,F11,0.524,10.3,-10.6,,,,15.5,45.2,2.9,,x,
908-4521,908-4521,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#522,,,,,,,,,5,C7,0.584,9.6,-13,,,,13.4,42.2,3.1,,x,
908-4300,908-4300,Large,Carnivore,Canis,sp.,NA,NA,NA,,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,,,,,,,,,5,D5,0.423,NA,NA,,,,0.4,5.1,12.9,,x,
908-4311,908-4311,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #287",,,,,,,,,5,C12,0.168,9.8,-16.5,,,,12,44.1,3.7,,x,
908-3591,908-3591,Large,Carnivore,Canis,sp.,NA,NA,NA,37000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 1-2",,,7000,,Holocene,Post-Extinction,Survivor,Post extinction carn,4,G8,0.533,10.4,-15.8,,,,10.7,37.9,3.5,,x,
908-3627,908-3627,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square E-F, 2-3",,,3000,,Holocene,Post-Extinction,Survivor,Post extinction carn,5,G1,0.51,7.1,-16,,,,15.1,42.8,2.8,,x,
41229-8326,41229-8326,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,005-010,,,1128,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D1,0.523,8.5,-12.6,,,,15.1,42.8,2.8,,x,
41229-699,41229-699,Large,Carnivore,Canidae,,NA,NA,NA,,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,010-015,,,1458,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,B3,0.585,9.5,-17.6,,,,15.8,44.1,2.8,,x,
41229-721,41229-721,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,C8,0.587,7.2,-16.3,,,,15.2,42.5,2.8,,x,
41229-720,41229-720,Large,Carnivore,Canis,sp.,NA,NA,NA,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,045-050,,,3434,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D6,0.531,6.9,-15.6,,,,14.8,42.5,2.9,,x,
41229-17689,41229-17689,Small,NA,Sorex,,NA,NA,NA,13,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,130-135,,,9363,,Holocene,Post-Extinction,Survivor,,5,D10,0.585,10.1,-17.7,,,,14.2,40.7,2.9,,x,
41229-15782,41229-15782,,NA,NA,,NA,NA,NA,,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,140-145,,,10021,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,D4,0.376,11.1,-13.2,,,,14.8,42.4,2.9,,x,
41229-10802,41229-10802,Large,Carnivore,Canis,lupus/dirus,NA,NA,Canidae,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,171.5?,,,11998,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,1,A2,0.554,13.7,-12.6,,,,15.5,42.4,2.7,,x,X
41229-3539,41229-3539,Large,Carnivore,Felis,weidii or yagouarondi,NA,NA,NA,3583,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,175-180,,,11998,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,5,C5,0.56,12.7,-18.8,,,,14.8,42.6,2.9,,x,
41229-3543,41229-3543,Large,Carnivore,Canis,lupus/dirus,NA,NA,Canidae,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,180-185,,,12656,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,1,A8,0.553,12.9,-12.7,,,,15.6,43,2.7,,x,X
